scene	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00036685.JPEG 
beach	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00036606.JPEG 
slope	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00008835.JPEG 
snowy	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00041188.JPEG 
spoon	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00004736.JPEG 
table	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000151.JPEG 
fence	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000009.JPEG 
brown	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000077.JPEG 
cloth	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000054.JPEG 
close	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000186.JPEG 
photo	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000359.JPEG 
truck	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000254.JPEG 
field	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00005476.JPEG 
water	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000389.JPEG 
bunch	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000521.JPEG 
metal	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000310.JPEG 
crane	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000485.JPEG 
sheep	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00035988.JPEG 
flock	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00014883.JPEG 
apple	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00010942.JPEG 
front	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000633.JPEG 
plant	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000251.JPEG 
track	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000032.JPEG 
woman	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000036.JPEG 
sheet	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000041.JPEG 
paper	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000722.JPEG 
train	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00039758.JPEG 
shirt	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00006982.JPEG 
floor	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000140.JPEG 
child	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00003497.JPEG 
horse	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00003351.JPEG 
store	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000083.JPEG 
clock	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00004847.JPEG 
phone	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000335.JPEG 
leafy	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00010651.JPEG 
ocean	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00023319.JPEG 
mouth	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00002638.JPEG 
board	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00007118.JPEG 
mouse	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00004642.JPEG 
silky	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00035805.JPEG 
donut	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00005729.JPEG 
cello	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00033245.JPEG 
plate	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000111.JPEG 
juice	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00034375.JPEG 
pasta	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000378.JPEG 
video	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00042660.JPEG 
crowd	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000120.JPEG 
stone	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000122.JPEG 
fruit	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000125.JPEG 
zebra	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00024175.JPEG 
stove	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00003111.JPEG 
racer	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000135.JPEG 
flute	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00026960.JPEG 
stick	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00018911.JPEG 
plane	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00003212.JPEG 
range	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000145.JPEG 
bench	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00034036.JPEG 
group	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000750.JPEG 
knife	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00042283.JPEG 
organ	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00010816.JPEG 
skunk	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000181.JPEG 
chair	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00002813.JPEG 
river	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00006547.JPEG 
drink	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00021451.JPEG 
stand	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00017330.JPEG 
meter	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00015654.JPEG 
piano	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00015184.JPEG 
beard	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00003507.JPEG 
purse	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00009467.JPEG 
modem	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00038834.JPEG 
leash	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00021360.JPEG 
scarf	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00012617.JPEG 
quilt	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00033874.JPEG 
night	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00041536.JPEG 
light	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00008290.JPEG 
tiger	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00011590.JPEG 
banjo	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00010860.JPEG 
groom	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00041906.JPEG 
shelf	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000346.JPEG 
canoe	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00040491.JPEG 
chain	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00013143.JPEG 
pizza	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00023277.JPEG 
brick	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00005039.JPEG 
porch	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00024973.JPEG 
wheel	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000458.JPEG 
panda	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00006012.JPEG 
cargo	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00003055.JPEG 
bread	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00039503.JPEG 
court	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00002538.JPEG 
stump	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00000537.JPEG 
dough	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00005168.JPEG 
goose	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00020179.JPEG 
stair	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00033526.JPEG 
tower	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00004912.JPEG 
trunk	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00031675.JPEG 
teddy	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00007909.JPEG 
onion	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00034161.JPEG 
color	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00038703.JPEG 
house	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00010017.JPEG 
liner	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00040626.JPEG 
towel	https://expdata.ling.uni-potsdam.de/wordle-newpairs/ILSVRC2012_val_00007673.JPEG 
